Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
1851,ANLON,ANLON TECHNOLOGY SOLUTIONS LIMITED,"27,212.90"
1852,STARTECK,STARTECK FINANCE LIMITED,"27,179.75"
1853,ALPHAGEO,ALPHAGEO (INDIA) LIMITED,"26,912.38"
1854,PARAGON,PARAGON FINE AND SPECIALITY CHEMICAL LIMITED,"26,769.08"
1855,SHIVATEX,SHIVA TEXYARN LIMITED,"26,753.26"
1856,DTIL,DHUNSERI TEA & INDUSTRIES LIMITED,"26,714.02"
1857,DELPHIFX,DELPHI WORLD MONEY LIMITED,"26,707.47"
1858,ROXHITECH,ROX HI TECH LIMITED,"26,662.62"
1859,JEYYAM,JEYYAM GLOBAL FOODS LIMITED,"26,571.09"
1860,AKANKSHA,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,"26,535.57"
1861,OCCL,ORIENTAL CARBON & CHEMICALS LIMITED,"26,529.55"
1862,DUCON,DUCON INFRATECHNOLOGIES LIMITED,"26,438.32"
1863,SONAMLTD,SONAM LIMITED,"26,371.30"
1864,GINNIFILA,GINNI FILAMENTS LIMITED,"26,354.73"
1865,AHLEAST,ASIAN HOTELS (EAST) LIMITED,"26,153.79"
1866,SADHAV,SADHAV SHIPPING LIMITED,"26,060.82"
1867,UNITEDPOLY,UNITED POLYFAB GUJARAT LIMITED,"25,970.44"
1868,INDTERRAIN,INDIAN TERRAIN FASHIONS LIMITED,"25,942.13"
1869,TUNWAL,TUNWAL E-MOTORS LIMITED,"25,906.31"
1870,KANPRPLA,KANPUR PLASTIPACK LIMITED,"25,800.44"
1871,INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED,"25,664.00"
1872,IPHL,INDIAN PHOSPHATE LIMITED,"25,616.03"
1873,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,"25,560.43"
1874,VR,V R INFRASPACE LIMITED,"25,523.48"
1875,INNOMET,INNOMET ADVANCED MATERIALS LIMITED,"25,478.40"
1876,PIGL,POWER & INSTRUMENTATION (GUJARAT) LIMITED,"25,384.87"
1877,CANARYS,CANARYS AUTOMATIONS LIMITED,"25,337.83"
1878,CMNL,CHAMAN METALLICS LIMITED,"25,310.18"
1879,NITIRAJ,NITIRAJ ENGINEERS LIMITED,"25,308.36"
1880,HINDCON,HINDCON CHEMICALS LIMITED,"25,305.76"
1881,SMARTLINK,SMARTLINK HOLDINGS LIMITED,"25,267.58"
1882,DIGIKORE,DIGIKORE STUDIOS LIMITED,"25,240.56"
1883,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,"25,125.01"
1884,PRAXIS,PRAXIS HOME RETAIL LIMITED,"25,050.99"
1885,MASON,MASON INFRATECH LIMITED,"24,996.60"
1886,KONSTELEC,KONSTELEC ENGINEERS LIMITED,"24,928.96"
1887,EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,"24,858.63"
1888,PANSARI,PANSARI DEVELOPERS LIMITED,"24,853.83"
1889,DGCONTENT,DIGICONTENT LIMITED,"24,801.83"
1890,ZEAL,ZEAL GLOBAL SERVICES LIMITED,"24,800.40"
1891,GENCON,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,"24,745.48"
1892,PRAENG,PRAJAY ENGINEERS SYNDICATE LIMITED,"24,668.63"
1893,AERON,AERON COMPOSITE LIMITED,"24,620.06"
1894,UNIVASTU,UNIVASTU INDIA LIMITED,"24,523.31"
1895,LOYALTEX,LOYAL TEXTILE MILLS LIMITED,"24,492.93"
1896,ARHAM,ARHAM TECHNOLOGIES LIMITED,"24,448.33"
1897,PANACHE,PANACHE DIGILIFE LIMITED,"24,339.89"
1898,SUPERHOUSE,SUPERHOUSE LIMITED,"24,245.82"
1899,RBS,RAMDEVBABA SOLVENT LIMITED,"24,238.58"
1900,SMLT,SARTHAK METALS LIMITED,"24,196.18"
1901,GRCL,GAYATRI RUBBERS AND CHEMICALS LIMITED,"24,177.63"
1902,TIPSFILMS,TIPS FILMS LIMITED,"24,046.74"
1903,COMPUSOFT,COMPUCOM SOFTWARE LIMITED,"24,016.94"
1904,JMA,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,"23,860.36"
1905,SADBHIN,SADBHAV INFRASTRUCTURE PROJECT LIMITED,"23,819.09"
1906,ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,"23,794.86"
1907,ONDOOR,ON DOOR CONCEPTS LIMITED,"23,789.02"
1908,DCG,DCG CABLES & WIRES LIMITED,"23,648.06"
1909,ANIKINDS,ANIK INDUSTRIES LIMITED,"23,629.25"
1910,BSL,BSL LIMITED,"23,619.64"
1911,ISFT,INTRASOFT TECHNOLOGIES LIMITED,"23,605.98"
1912,UMANGDAIRY,UMANG DAIRIES LIMITED,"23,413.62"
1913,AGARWALTUF,AGARWAL TOUGHENED GLASS INDIA LIMITED,"23,398.22"
1914,LLOYDS,LLOYDS LUXURIES LIMITED,"23,373.40"
1915,NIRAJ,NIRAJ CEMENT STRUCTURALS LIMITED,"23,256.96"
1916,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LIMITED,"23,223.96"
1917,SONAMAC,SONA MACHINERY LIMITED,"23,176.08"
1918,OSWALSEEDS,SHREEOSWAL SEEDS AND CHEMICALS LIMITED,"23,084.92"
1919,SAH,SAH POLYMERS LIMITED,"23,070.51"
1920,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LIMITED,"23,045.03"
1921,OILCOUNTUB,OIL COUNTRY TUBULAR LIMITED,"23,003.49"
1922,YASHOPTICS,YASH OPTICS & LENS LIMITED,"22,957.42"
1923,ALPA,ALPA LABORATORIES LIMITED,"22,937.54"
1924,ENSER,ENSER COMMUNICATIONS LIMITED,"22,935.13"
1925,TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,"22,899.84"
1926,SURANASOL,SURANA SOLAR LIMITED,"22,868.14"
1927,EMMBI,EMMBI INDUSTRIES LIMITED,"22,858.01"
1928,DPEL,DIVINE POWER ENERGY LIMITED,"22,853.77"
1929,SECL,SALASAR EXTERIORS AND CONTOUR LIMITED,"22,832.88"
1930,AARTECH,AARTECH SOLONICS LIMITED,"22,703.86"
1931,SHREEOSFM,SHREE OSFM E-MOBILITY LIMITED,"22,691.03"
1932,ASPINWALL,ASPINWALL AND COMPANY LIMITED,"22,552.26"
1933,SHAH,SHAH METACORP LIMITED,"22,537.88"
1934,UNITEDTEA,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,"22,494.52"
1935,AMJLAND,AMJ LAND HOLDINGS LIMITED,"22,421.73"
1936,TROM,TROM INDUSTRIES LIMITED,"22,421.37"
1937,LAGNAM,LAGNAM SPINTEX LIMITED,"22,415.68"
1938,MAXPOSURE,MAXPOSURE LIMITED,"22,390.54"
1939,UNIHEALTH,UNIHEALTH HOSPITALS LIMITED,"22,321.07"
1940,ESPRIT,ESPRIT STONES LIMITED,"22,068.99"
1941,ENVIRO,ENVIROTECH SYSTEMS LIMITED,"22,061.84"
1942,DELAPLEX,DELAPLEX LIMITED,"21,992.48"
1943,IVP,IVP LIMITED,"21,973.35"
1944,CORALFINAC,CORAL INDIA FINANCE & HOUSING LIMITED,"21,934.68"
1945,SIGIND,SIGNET INDUSTRIES LIMITED,"21,862.02"
1946,KLL,KAUSHALYA LOGISTICS LIMITED,"21,845.40"
1947,CAPTRUST,CAPITAL TRUST LIMITED,"21,570.76"
1948,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,"21,435.35"
1949,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,"21,376.31"
1950,GRETEX,GRETEX INDUSTRIES LIMITED,"21,272.23"
1951,SSFL,SRIVARI SPICES AND FOODS LIMITED,"21,271.93"
1952,GTL,GTL LIMITED,"21,131.95"
1953,INDBANK,INDBANK MERCHANT BANKING SERVICES LIMITED,"21,111.31"
1954,SHIGAN,SHIGAN QUANTUM TECHNOLOGIES LIMITED,"21,075.51"
1955,WORTH,WORTH PERIPHERALS LIMITED,"21,042.56"
1956,INM,INTERIORS & MORE LIMITED,"21,024.92"
1957,LOVABLE,LOVABLE LINGERIE LIMITED,"21,024.06"
1958,QMSMEDI,QMS MEDICAL ALLIED SERVICES LIMITED,"20,999.11"
1959,SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED,"20,984.60"
1960,AARVI,AARVI ENCON LIMITED,"20,939.29"
1961,GILLANDERS,GILLANDERS ARBUTHNOT & COMPANY LIMITED,"20,936.84"
1962,TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMITED,"20,923.71"
1963,GVPTECH,GVP INFOTECH LIMITED,"20,516.94"
1964,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED,"20,505.73"
1965,URBAN,URBAN ENVIRO WASTE MANAGEMENT LIMITED,"20,467.81"
1966,SALSTEEL,S.A.L. STEEL LIMITED,"20,460.52"
1967,MODTHREAD,MODERN THREADS (INDIA) LIMITED,"20,454.86"
1968,BEACON,BEACON TRUSTEESHIP LIMITED,"20,415.00"
1969,WEIZMANIND,WEIZMANN LIMITED,"20,396.60"
1970,IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS LIMITED,"20,392.91"
1971,PURPLEUTED,PURPLE UNITED SALES LIMITED,"20,341.81"
1972,RAJPUTANA,RAJPUTANA BIODIESEL LIMITED,"20,334.90"
1973,DENEERS,DE NEERS TOOLS LIMITED,"20,203.66"
1974,GSS,GSS INFOTECH LIMITED,"20,032.88"
1975,BAGFILMS,B.A.G FILMS AND MEDIA LIMITED,"20,032.00"
1976,CENTEXT,CENTURY EXTRUSIONS LIMITED,"19,975.05"
1977,BALPHARMA,BAL PHARMA LIMITED,"19,971.78"
1978,DHRUV,DHRUV CONSULTANCY SERVICES LIMITED,"19,877.89"
1979,PRITIKA,PRITIKA ENGINEERING COMPONENTS LIMITED,"19,841.57"
1980,KALYANIFRG,KALYANI FORGE LIMITED,"19,837.70"
1981,ARVEE,ARVEE LABORATORIES (INDIA) LIMITED,"19,820.14"
1982,SATECH,S A TECH SOFTWARE INDIA LIMITED,"19,805.61"
1983,KHFM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,"19,769.62"
1984,MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LIMITED,"19,682.53"
1985,JHS,JHS SVENDGAARD LABORATORIES LIMITED,"19,679.28"
1986,PRITI,PRITI INTERNATIONAL LIMITED,"19,630.30"
1987,QUESTLAB,QUEST LABORATORIES LIMITED,"19,589.08"
1988,MHLXMIRU,MAHALAXMI RUBTECH LIMITED,"19,542.83"
1989,MAITREYA,MAITREYA MEDICARE LIMITED,"19,490.65"
1990,FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,"19,475.26"
1991,BAFNAPH,BAFNA PHARMACEUTICALS LIMITED,"19,444.10"
1992,HDIL,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,"19,442.24"
1993,AIROLAM,AIRO LAM LIMITED,"19,405.63"
1994,MAHESHWARI,MAHESHWARI LOGISTICS LIMITED,"19,394.48"
1995,NAMAN,NAMAN IN-STORE (INDIA) LIMITED,"19,316.83"
1996,RAJINDLTD,RAJPUTANA INDUSTRIES LIMITED,"19,197.06"
1997,VITAL,VITAL CHEMTECH LIMITED,"19,182.84"
1998,KREBSBIO,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,"19,165.89"
1999,VAISHALI,VAISHALI PHARMA LIMITED,"19,161.46"
2000,FIDEL,FIDEL SOFTECH LIMITED,"18,941.94"
2001,BAIDFIN,BAID FINSERV LIMITED,"18,857.58"
2002,XELPMOC,XELPMOC DESIGN AND TECH LIMITED,"18,754.17"
2003,DUCOL,DUCOL ORGANICS AND COLOURS LIMITED,"18,710.90"
2004,MANGALAM,MANGALAM DRUGS AND ORGANICS LIMITED,"18,562.77"
2005,SYLVANPLY,SYLVAN PLYBOARD (INDIA) LIMITED,"18,495.97"
2006,MDL,MARVEL DECOR LIMITED,"18,468.53"
2007,KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIMITED,"18,452.77"
2008,GANGESSECU,GANGES SECURITIES LIMITED,"18,441.37"
2009,HILTON,HILTON METAL FORGING LIMITED,"18,357.34"
2010,USASEEDS,UPSURGE SEEDS OF AGRICULTURE LIMITED,"18,333.24"
2011,MUKTAARTS,MUKTA ARTS LIMITED,"18,329.45"
2012,RHFL,RELIANCE HOME FINANCE LIMITED,"18,325.61"
2013,DCM,DCM  LIMITED,"18,246.13"
2014,JOCIL,JOCIL LIMITED,"18,144.73"
2015,LAMBODHARA,LAMBODHARA TEXTILES LIMITED,"18,075.32"
2016,SIL,STANDARD INDUSTRIES LIMITED,"18,057.70"
2017,ATAM,ATAM VALVES LIMITED,"18,050.64"
2018,SELMC,SEL MANUFACTURING COMPANY LIMITED,"18,007.55"
2019,SUNLITE,SUNLITE RECYCLING INDUSTRIES LIMITED,"17,999.30"
2020,RULKA,RULKA ELECTRICALS LIMITED,"17,985.30"
2021,PRIZOR,PRIZOR VIZTECH LIMITED,"17,971.86"
2022,SIKKO,SIKKO INDUSTRIES LIMITED,"17,936.23"
2023,CHETANA,CHETANA EDUCATION LIMITED,"17,912.17"
2024,ANMOL,ANMOL INDIA LIMITED,"17,857.58"
2025,GREENCHEF,GREENCHEF APPLIANCES LIMITED,"17,841.47"
2026,SHEKHAWATI,SHEKHAWATI INDUSTRIES LIMITED,"17,812.74"
2027,FORCAS,FORCAS STUDIO LIMITED,"17,743.21"
2028,TARMAT,TARMAT LIMITED,"17,713.78"
2029,SPLIL,SPL INDUSTRIES LIMITED,"17,562.08"
2030,SETCO,SETCO AUTOMOTIVE LIMITED,"17,541.77"
2031,FONEBOX,FONEBOX RETAIL LIMITED,"17,524.49"
2032,MRO-TEK,MRO-TEK REALTY LIMITED,"17,510.51"
2033,EROSMEDIA,EROS INTL MEDIA LIMITED,"17,411.25"
2034,AISL,ANI INTEGRATED SERVICES LIMITED,"17,337.11"
2035,AKI,AKI INDIA LIMITED,"17,255.63"
2036,APEXECO,APEX ECOTECH LIMITED,"17,151.17"
2037,HOMESFY,HOMESFY REALTY LIMITED,"17,114.14"
2038,UHTL,UNITED HEAT TRANSFER LIMITED,"17,101.17"
2039,JAINAM,JAINAM FERRO ALLOYS (I) LIMITED,"17,080.23"
2040,LATTEYS,LATTEYS INDUSTRIES LIMITED,"17,058.87"
2041,AMBEY,AMBEY LABORATORIES LIMITED,"17,042.06"
2042,REGENCERAM,REGENCY CERAMICS LIMITED,"17,035.26"
2043,BHANDARI,BHANDARI HOSIERY EXPORTS LIMITED,"17,018.38"
2044,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED,"17,001.31"
2045,ENFUSE,ENFUSE SOLUTIONS LIMITED,"16,940.06"
2046,ANSALAPI,ANSAL PROP & INFRA LIMITED,"16,901.43"
2047,IPSL,INTEGRATED PERSONNEL SERVICES LIMITED,"16,882.31"
2048,GICL,GLOBE INTERNATIONAL CARRIERS LIMITED,"16,877.32"
2049,INDIANCARD,INDIAN CARD CLOTHING COMPANY LIMITED,"16,876.34"
2050,MITCON,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,"16,816.10"
2051,ZENITHDRUG,ZENITH DRUGS LIMITED,"16,790.44"
2052,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LIMITED,"16,772.01"
2053,HVAX,HVAX TECHNOLOGIES LIMITED,"16,713.26"
2054,TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED,"16,639.27"
2055,WIPL,THE WESTERN INDIA PLYWOODS LIMITED,"16,629.10"
2056,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,"16,628.21"
2057,HPIL,HINDPRAKASH INDUSTRIES LIMITED,"16,525.32"
2058,RAPPID,RAPPID VALVES (INDIA) LIMITED,"16,520.89"
2059,SHRITECH,SHRI TECHTEX LIMITED,"16,510.76"
2060,SURYALAXMI,SURYALAKSHMI COTTON MILLS LIMITED,"16,491.12"
2061,ACCURACY,ACCURACY SHIPPING LIMITED,"16,430.04"
2062,PULZ,PULZ ELECTRONICS LIMITED,"16,399.01"
2063,DRSDILIP,DRS DILIP ROADLINES LIMITED,"16,343.84"
2064,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LIMITED,"16,304.03"
2065,BHARATGEAR,BHARAT GEARS LIMITED,"16,206.61"
2066,EFORCE,ELECTRO FORCE (INDIA) LIMITED,"16,026.03"
2067,ASHALOG,ASHAPURA LOGISTICS LIMITED,"16,008.50"
2068,PATINTLOG,PATEL INTEGRATED LOGISTICS LIMITED,"15,987.62"
2069,BEARDSELL,BEARDSELL LIMITED,"15,931.33"
2070,ARTNIRMAN,ART NIRMAN LIMITED,"15,912.94"
2071,PRAMARA,PRAMARA PROMOTIONS LIMITED,"15,890.51"
2072,AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,"15,780.41"
2073,ZENITHEXPO,ZENITH EXPORTS LIMITED,"15,703.30"
2074,PRAKASHSTL,PRAKASH STEELAGE LIMITED,"15,669.20"
2075,KOHINOOR,KOHINOOR FOODS LIMITED,"15,668.16"
2076,ALUWIND,ALUWIND ARCHITECTURAL LIMITED,"15,638.39"
2077,SALONA,SALONA COTSPIN LIMITED,"15,580.00"
2078,DESTINY,DESTINY LOGISTICS & INFRA LIMITED,"15,572.05"
2079,BTML,BODHI TREE MULTIMEDIA LIMITED,"15,477.59"
2080,AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS LIMITED,"15,450.04"
2081,PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,"15,357.53"
2082,DECCANTRAN,DECCAN TRANSCON LEASING LIMITED,"15,353.76"
2083,GAYAPROJ,GAYATRI PROJECTS LIMITED,"15,348.99"
2084,KEL,KUNDAN EDIFICE LIMITED,"15,341.92"
2085,VISESHINFO,VISESH INFOTECNICS LIMITED,"15,327.49"
2086,SRIVASAVI,SRIVASAVI ADHESIVE TAPES LIMITED,"15,311.64"
2087,IBLFL,IBL FINANCE LIMITED,"15,302.87"
2088,3RDROCK,3RD ROCK MULTIMEDIA LIMITED,"15,291.84"
2089,AVROIND,AVRO INDIA LIMITED,"15,260.96"
2090,SOTAC,SOTAC PHARMACEUTICALS LIMITED,"15,237.56"
2091,ASCOM,ASCOM LEASING & INVESTMENTS LIMITED,"15,229.97"
2092,PALASHSECU,PALASH SECURITIES LIMITED,"15,226.31"
2093,MADHAVBAUG,VAIDYA SANE AYURVED LABORATORIES LIMITED,"15,220.05"
2094,AAATECH,AAA TECHNOLOGIES LIMITED,"15,208.14"
2095,STEELCITY,STEEL CITY SECURITIES LIMITED,"15,150.65"
2096,PRUDMOULI,PRUDENTIAL SUGAR CORPORATION LIMITED,"15,059.10"
2097,PIONEEREMB,PIONEER EMBROIDERIES LIMITED,"14,872.59"
2098,VASWANI,VASWANI INDUSTRIES LIMITED,"14,866.60"
2099,TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED,"14,837.52"
2100,LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,"14,727.10"
2101,AUSOMENT,AUSOM ENTERPRISE LIMITED,"14,676.05"
2102,SWASTIK,SWASTIK PIPE LIMITED,"14,656.10"
2103,CUBEXTUB,CUBEX TUBINGS LIMITED,"14,651.31"
2104,TFL,TRANSWARRANTY FINANCE LIMITED,"14,644.86"
2105,SHUBHSHREE,SHUBHSHREE BIOFUELS ENERGY LIMITED,"14,633.90"
2106,GLOBE,GLOBE TEXTILES (INDIA) LIMITED,"14,625.26"
2107,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,"14,597.01"
2108,SFML,SUPREME FACILITY MANAGEMENT LIMITED,"14,549.91"
2109,BAWEJA,BAWEJA STUDIOS LIMITED,"14,514.19"
2110,APRAMEYA,APRAMEYA ENGINEERING LIMITED,"14,501.89"
2111,SHAHALLOYS,SHAH ALLOYS LIMITED,"14,492.29"
2112,SEMAC,SEMAC CONSULTANTS LIMITED,"14,451.32"
2113,VEEKAYEM,VEEKAYEM FASHION AND APPARELS LIMITED,"14,372.18"
2114,TPHQ,TEAMO PRODUCTIONS HQ LIMITED,"14,307.25"
2115,FIBERWEB,FIBERWEB (INDIA) LIMITED,"14,164.81"
2116,FRETAIL,FUTURE RETAIL LIMITED    ,"14,162.65"
2117,DHANLAXMI,DHANLAXMI CROP SCIENCE LIMITED,"14,137.08"
2118,MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,"14,087.41"
2119,ZENITHSTL,ZENITH STEEL PIPES & INDUSTRIES LIMITED,"14,071.88"
2120,NMSTEEL,NEWMALAYALAM STEEL LIMITED,"14,057.70"
2121,MACOBSTECH,MACOBS TECHNOLOGIES LIMITED,"14,049.61"
2122,PSFL,PARAMOUNT SPECIALITY FORGINGS LIMITED,"14,047.73"
2123,AESTHETIK,AESTHETIK ENGINEERS LIMITED,"14,026.29"
2124,GOYALALUM,GOYAL ALUMINIUMS LIMITED,"13,890.50"
2125,SUNDARAM,SUNDARAM MULTI PAP LIMITED,"13,792.48"
2126,DTL,DIENSTEN TECH LIMITED,"13,714.70"
2127,SOMATEX,SOMA TEXTILES & INDUSTRIES LIMITED,"13,678.86"
2128,AHLADA,AHLADA ENGINEERS LIMITED,"13,560.14"
2129,HOLMARC,HOLMARC OPTO-MECHATRONICS LIMITED,"13,548.60"
2130,TRANSTEEL,TRANSTEEL SEATING TECHNOLOGIES LIMITED,"13,522.88"
2131,TERASOFT,TERA SOFTWARE LIMITED,"13,518.27"
2132,EXCEL,EXCEL REALTY N INFRA LIMITED,"13,486.69"
2133,SAMPANN,SAMPANN UTPADAN INDIA LIMITED,"13,481.46"
2134,SEL,SUNGARNER ENERGIES LIMITED,"13,445.58"
2135,LASA,LASA SUPERGENERICS LIMITED,"13,346.61"
2136,AJOONI,AJOONI BIOTECH LIMITED,"13,339.86"
2137,SCML,SHARP CHUCKS AND MACHINES LIMITED,"13,330.81"
2138,PARTYCRUS,PARTY CRUISERS LIMITED,"13,292.43"
2139,AUSL,ADITYA ULTRA STEEL LIMITED,"13,271.04"
2140,AMDIND,AMD INDUSTRIES LIMITED,"13,236.92"
2141,BRACEPORT,BRACE PORT LOGISTICS LIMITED,"13,033.82"
2142,BVCL,BARAK VALLEY CEMENTS LIMITED,"13,000.32"
2143,IDENTICAL,IDENTICAL BRAINS STUDIOS LIMITED,"12,982.78"
2144,FCONSUMER,FUTURE CONSUMER LIMITED  ,"12,788.42"
2145,AARVEEDEN,AARVEE DENIMS & EXPORTS LIMITED,"12,760.90"
2146,BANKA,BANKA BIOLOO LIMITED,"12,733.24"
2147,WOMANCART,WOMANCART LIMITED,"12,645.07"
2148,MASTER,MASTER COMPONENTS LIMITED,"12,636.97"
2149,DHARIWAL,DHARIWALCORP LIMITED,"12,603.71"
2150,INDSWFTLTD,IND-SWIFT LIMITED,"12,569.34"
2151,SKIL,SKIL INFRASTRUCTURE LIMITED,"12,564.34"
2152,GROBTEA,THE GROB TEA COMPANY LIMITED,"12,533.16"
2153,AGRITECH,AGRI-TECH (INDIA) LIMITED,"12,514.27"
2154,TIMESGTY,TIMES GUARANTY LIMITED,"12,499.63"
2155,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LIMITED,"12,489.07"
2156,ALKALI,ALKALI METALS LIMITED,"12,472.75"
2157,YAARI,YAARI DIGI INT SER LIMITED,"12,456.75"
2158,VINNY,VINNY OVERSEAS LIMITED,"12,306.14"
2159,AAKASH,AAKASH EXPLORATION SERVICES LIMITED,"12,305.25"
2160,PALREDTEC,PALRED TECHNOLOGIES LIMITED,"12,262.84"
2161,BLUEPEBBLE,BLUE PEBBLE LIMITED,"12,262.28"
2162,NAGREEKEXP,NAGREEKA EXPORTS LIMITED,"12,212.88"
2163,OBCL,ORISSA BENGAL CARRIER LIMITED,"12,125.08"
2164,LAMOSAIC,LAMOSAIC INDIA LIMITED,"12,033.21"
2165,AVIANSH,AVI ANSH TEXTILE LIMITED,"12,002.80"
2166,MARCO,MARCO CABLES & CONDUCTORS LIMITED,"11,995.48"
2167,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,"11,986.66"
2168,PARAMATRIX,PARAMATRIX TECHNOLOGIES LIMITED,"11,914.80"
2169,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,"11,808.35"
2170,HECPROJECT,HEC INFRA PROJECTS LIMITED,"11,771.48"
2171,ASPIRE,ASPIRE & INNOVATIVE ADVERTISING LIMITED,"11,690.01"
2172,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LIMITED,"11,681.10"
2173,PARASPETRO,PARAS PETROFILS LIMITED,"11,640.44"
2174,SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,"11,618.63"
2175,VLINFRA,V.L.INFRAPROJECTS LIMITED,"11,592.05"
2176,GRAPHISAD,GRAPHISADS LIMITED,"11,533.20"
2177,MCL,MADHAV COPPER LIMITED,"11,510.74"
2178,SAIFL,SAMEERA AGRO AND INFRA LIMITED,"11,492.96"
2179,DIVYADHAN,DIVYADHAN RECYCLING INDUSTRIES LIMITED,"11,467.31"
2180,DANGEE,DANGEE DUMS LIMITED,"11,465.52"
2181,MCON,MCON RASAYAN INDIA LIMITED,"11,296.15"
2182,ARIHANTACA,ARIHANT ACADEMY LIMITED,"11,263.92"
2183,CADSYS,CADSYS (INDIA) LIMITED,"11,259.64"
2184,SAMBHAAV,SAMBHAAV MEDIA LIMITED,"11,209.71"
2185,DURLAX,DURLAX TOP SURFACE LIMITED,"11,095.56"
2186,CINEVISTA,CINEVISTA LIMITED,"10,988.60"
2187,GLOBALPET,GLOBAL PET INDUSTRIES LIMITED,"10,954.87"
2188,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,"10,924.02"
2189,ARSHIYA,ARSHIYA LIMITED,"10,913.93"
2190,MIEL,MANGLAM INFRA & ENGINEERING LIMITED,"10,846.86"
2191,NEELAM,NEELAM LINENS AND GARMENTS (INDIA) LIMITED,"10,802.48"
2192,ORIENTLTD,ORIENT PRESS LIMITED,"10,800.90"
2193,DAMODARIND,DAMODAR INDUSTRIES LIMITED,"10,793.54"
2194,SECMARK,SECMARK CONSULTANCY LIMITED,"10,765.54"
2195,ARVINDPORT,ARVIND PORT AND INFRA LIMITED,"10,721.00"
2196,ABHAPOWER,ABHA POWER AND STEEL LIMITED,"10,720.29"
2197,MYMUDRA,MY MUDRA FINCORP LIMITED,"10,712.62"
2198,21STCENMGM,21ST CENTURY MANAGEMENT SERVICES LIMITED,"10,710.41"
2199,MOKSH,MOKSH ORNAMENTS LIMITED,"10,705.28"
2200,ONYX,ONYX BIOTEC LIMITED,"10,681.54"
2201,LCCINFOTEC,LCC INFOTECH LIMITED,"10,617.87"
2202,RILINFRA,RACHANA INFRASTRUCTURE LIMITED,"10,591.56"
2203,DELTAMAGNT,DELTA MANUFACTURING LIMITED,"10,589.60"
2204,SATIPOLY,SATI POLY PLAST LIMITED,"10,582.25"
2205,SLONE,SLONE INFOSYSTEMS LIMITED,"10,555.61"
2206,ASTRON,ASTRON PAPER & BOARD MILL LIMITED,"10,510.18"
2207,DIGJAMLMTD,DIGJAM LIMITED,"10,423.67"
2208,UNILEX,UNILEX COLOURS AND CHEMICALS LIMITED,"10,410.75"
2209,BLBLIMITED,BLB LIMITED,"10,348.33"
2210,HISARMETAL,HISAR METAL INDUSTRIES LIMITED,"10,313.49"
2211,MHHL,MOHINI HEALTH & HYGIENE LIMITED,"10,273.61"
2212,SIMBHALS,SIMBHAOLI SUGARS LIMITED,"10,242.44"
